NOME: Abreu e Lima; Código do Município: 2600054; Gentílico: abreu-limense; Prefeito: MARCOS JOSÉ DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 99.622 pessoas  ; populacao_no_ultimo_censo_2010: 94.429 pessoas  ; densidade_demografica_2010: 748,29 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 11.780 pessoas  ; populacao_ocupada_2016: 11,9 %  ; percentual_da_populacao_per_capita: 43,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 12.707 matrículas  ; matriculas_medio_2017: 3.317 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 216 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 68 escolas  ; numero_estabelecimentos_ensino_medio_2017: 13 escolas  ;  -- aba economia; pib_per_capita_2016: 14.390,40 R$  ; receitas_fontes_externas_2015: 89,3 %  ; idhm_2010: 0,679  ; receitas_realizadas_2017: 154.773,90 R$ (×1000)  ; despesas_empenhadas_2017: 150.392,49 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,74 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 31 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 126,193 km²  ; sanitario_adequado_2010: 44,8 %  ; vias_publicas_2010: 24,1 %  ; Urbanização_publicas_2010: 6,9 %  
NOME: Rio Formoso; Código do Município: 2611903; Gentílico: rio-formosense; Prefeito: ISABEL CRISTINA ARAÚJO HACKER;  --  ABA POPULAÇÃO; POPULAÇÃO: 23.440 pessoas  ; populacao_no_ultimo_censo_2010: 22.151 pessoas  ; densidade_demografica_2010: 97,39 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 7.638 pessoas  ; populacao_ocupada_2016: 32,8 %  ; percentual_da_populacao_per_capita: 47,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 89,5 %  ; IDEB_anos_iniciais_2015: 4,1  ; IDEB_anos_finais_2015: 3,2  ; matriculas_fundamental_2017: 3.872 matrículas  ; matriculas_medio_2017: 870 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 43 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 20 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 11.804,50 R$  ; receitas_fontes_externas_2015: 93,8 %  ; idhm_2010: 0,613  ; receitas_realizadas_2017: 60.428,07 R$ (×1000)  ; despesas_empenhadas_2017: 53.244,00 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10,15 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 10 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 227,458 km²  ; sanitario_adequado_2010: 32,5 %  ; vias_publicas_2010: 62,1 %  ; Urbanização_publicas_2010: 10 %  
NOME: Sairé; Código do Município: 2612000; Gentílico: saireense; Prefeito: JOSE FERNANDO PERGENTINO DE BARROS;  --  ABA POPULAÇÃO; POPULAÇÃO: 10.103 pessoas  ; populacao_no_ultimo_censo_2010: 11.240 pessoas  ; densidade_demografica_2010: 59,36 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 909 pessoas  ; populacao_ocupada_2016: 8,9 %  ; percentual_da_populacao_per_capita: 44,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,7 %  ; IDEB_anos_iniciais_2015: 4,5  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 1.779 matrículas  ; matriculas_medio_2017: 475 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 30 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 16 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 14.815,21 R$  ; receitas_fontes_externas_2015: 91,3 %  ; idhm_2010: 0,585  ; receitas_realizadas_2017: 27.782,41 R$ (×1000)  ; despesas_empenhadas_2017: 28.166,09 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: - óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,1 internações por mil habitantes  ; estabelecimentos_sus_2009: 11 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 190,455 km²  ; sanitario_adequado_2010: 30,1 %  ; vias_publicas_2010: 16,6 %  ; Urbanização_publicas_2010: 8,7 %  
NOME: Salgadinho; Código do Município: 2612109; Gentílico: salgadinense; Prefeito: JOSE SOARES DA FONSECA;  --  ABA POPULAÇÃO; POPULAÇÃO: 10.768 pessoas  ; populacao_no_ultimo_censo_2010: 9.312 pessoas  ; densidade_demografica_2010: 106,77 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 457 pessoas  ; populacao_ocupada_2016: 4,3 %  ; percentual_da_populacao_per_capita: 56,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 87,6 %  ; IDEB_anos_iniciais_2015: 4,6  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 959 matrículas  ; matriculas_medio_2017: 238 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 15 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 10 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 5.507,00 R$  ; receitas_fontes_externas_2015: 93 %  ; idhm_2010: 0,534  ; receitas_realizadas_2017: 25.270,56 R$ (×1000)  ; despesas_empenhadas_2017: 23.794,11 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: - óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 4 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 87,217 km²  ; sanitario_adequado_2010: 14,4 %  ; vias_publicas_2010: -  ; Urbanização_publicas_2010: 0 %  
NOME: Salgueiro; Código do Município: 2612208; Gentílico: salgueirense; Prefeito: CLEBEL DE SOUZA CORDEIRO;  --  ABA POPULAÇÃO; POPULAÇÃO: 60.604 pessoas  ; populacao_no_ultimo_censo_2010: 56.629 pessoas  ; densidade_demografica_2010: 33,57 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 7.079 pessoas  ; populacao_ocupada_2016: 11,8 %  ; percentual_da_populacao_per_capita: 45,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,7 %  ; IDEB_anos_iniciais_2015: 4,9  ; IDEB_anos_finais_2015: 4,7  ; matriculas_fundamental_2017: 10.310 matrículas  ; matriculas_medio_2017: 3.125 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 221 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 45 escolas  ; numero_estabelecimentos_ensino_medio_2017: 14 escolas  ;  -- aba economia; pib_per_capita_2016: 13.070,53 R$  ; receitas_fontes_externas_2015: 69,4 %  ; idhm_2010: 0,669  ; receitas_realizadas_2017: 123.973,69 R$ (×1000)  ; despesas_empenhadas_2017: 112.548,31 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 16,11 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 3,9 internações por mil habitantes  ; estabelecimentos_sus_2009: 30 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.678,563 km²  ; sanitario_adequado_2010: 62,8 %  ; vias_publicas_2010: 80,9 %  ; Urbanização_publicas_2010: 2,4 %  
NOME: Saloá; Código do Município: 2612307; Gentílico: saloaense; Prefeito: MANOEL RICARDO DE ANDRADE LIMA ALVES;  --  ABA POPULAÇÃO; POPULAÇÃO: 15.823 pessoas  ; populacao_no_ultimo_censo_2010: 15.309 pessoas  ; densidade_demografica_2010: 60,73 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.251 pessoas  ; populacao_ocupada_2016: 7,9 %  ; percentual_da_populacao_per_capita: 52,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,4 %  ; IDEB_anos_iniciais_2015: 4  ; IDEB_anos_finais_2015: 3,2  ; matriculas_fundamental_2017: 2.758 matrículas  ; matriculas_medio_2017: 430 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 21 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 19 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 7.624,53 R$  ; receitas_fontes_externas_2015: 91,8 %  ; idhm_2010: 0,559  ; receitas_realizadas_2017: 41.419,14 R$ (×1000)  ; despesas_empenhadas_2017: 44.581,88 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 24 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 251,549 km²  ; sanitario_adequado_2010: 36,4 %  ; vias_publicas_2010: 77,2 %  ; Urbanização_publicas_2010: 5,3 %  
NOME: Sanharó; Código do Município: 2612406; Gentílico: sanharoense; Prefeito: HERALDO JOSÉ OLIVEIRA ALMEIDA;  --  ABA POPULAÇÃO; POPULAÇÃO: 26.026 pessoas  ; populacao_no_ultimo_censo_2010: 21.955 pessoas  ; densidade_demografica_2010: 81,71 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 1.181 pessoas  ; populacao_ocupada_2016: 4,6 %  ; percentual_da_populacao_per_capita: 48 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 93,2 %  ; IDEB_anos_iniciais_2015: 4  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 3.269 matrículas  ; matriculas_medio_2017: 671 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 37 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 27 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 6.978,90 R$  ; receitas_fontes_externas_2015: 92,5 %  ; idhm_2010: 0,603  ; receitas_realizadas_2017: 45.919,49 R$ (×1000)  ; despesas_empenhadas_2017: 43.659,19 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 22,8 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 17 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 268,686 km²  ; sanitario_adequado_2010: 50 %  ; vias_publicas_2010: 79,6 %  ; Urbanização_publicas_2010: 2,1 %  
NOME: Santa Cruz; Código do Município: 2612455; Gentílico: santacruzense; Prefeito: ELIANE MARIA DA SILVA SOARES;  --  ABA POPULAÇÃO; POPULAÇÃO: 15.236 pessoas  ; populacao_no_ultimo_censo_2010: 13.594 pessoas  ; densidade_demografica_2010: 10,82 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 909 pessoas  ; populacao_ocupada_2016: 6,0 %  ; percentual_da_populacao_per_capita: 55,4 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,5 %  ; IDEB_anos_iniciais_2015: 4,6  ; IDEB_anos_finais_2015: 3,3  ; matriculas_fundamental_2017: 2.208 matrículas  ; matriculas_medio_2017: 395 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 19 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 17 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.521,29 R$  ; receitas_fontes_externas_2015: 91,2 %  ; idhm_2010: 0,549  ; receitas_realizadas_2017: 38.314,62 R$ (×1000)  ; despesas_empenhadas_2017: 34.281,28 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 11,36 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.245,983 km²  ; sanitario_adequado_2010: 25,3 %  ; vias_publicas_2010: 84,5 %  ; Urbanização_publicas_2010: 5,3 %  
NOME: Santa Cruz da Baixa Verde; Código do Município: 2612471; Gentílico: santacruzense; Prefeito: TASSIO JOSE BEZERRA DOS SANTOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 12.531 pessoas  ; populacao_no_ultimo_censo_2010: 11.768 pessoas  ; densidade_demografica_2010: 102,39 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 663 pessoas  ; populacao_ocupada_2016: 5,3 %  ; percentual_da_populacao_per_capita: 52,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,8 %  ; IDEB_anos_iniciais_2015: 5,4  ; IDEB_anos_finais_2015: 5  ; matriculas_fundamental_2017: 1.803 matrículas  ; matriculas_medio_2017: 332 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 23 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 11 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 6.355,37 R$  ; receitas_fontes_externas_2015: 95,3 %  ; idhm_2010: 0,612  ; receitas_realizadas_2017: 33.046,63 R$ (×1000)  ; despesas_empenhadas_2017: 31.848,76 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 5,49 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 2,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 5 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 114,932 km²  ; sanitario_adequado_2010: 43,4 %  ; vias_publicas_2010: 92,8 %  ; Urbanização_publicas_2010: 5,3 %  
NOME: Santa Cruz do Capibaribe; Código do Município: 2612505; Gentílico: santa-cruzense; Prefeito: EDSON DE SOUZA VIEIRA;  --  ABA POPULAÇÃO; POPULAÇÃO: 105.936 pessoas  ; populacao_no_ultimo_censo_2010: 87.582 pessoas  ; densidade_demografica_2010: 261,20 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 14.925 pessoas  ; populacao_ocupada_2016: 14,4 %  ; percentual_da_populacao_per_capita: 31 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,7 %  ; IDEB_anos_iniciais_2015: 5  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 14.975 matrículas  ; matriculas_medio_2017: 4.106 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 210 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 41 escolas  ; numero_estabelecimentos_ensino_medio_2017: 12 escolas  ;  -- aba economia; pib_per_capita_2016: 12.601,00 R$  ; receitas_fontes_externas_2015: 81 %  ; idhm_2010: 0,648  ; receitas_realizadas_2017: 171.093,03 R$ (×1000)  ; despesas_empenhadas_2017: 157.045,08 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 14,31 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 21 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 335,309 km²  ; sanitario_adequado_2010: 87,6 %  ; vias_publicas_2010: 79,6 %  ; Urbanização_publicas_2010: 1,1 %  
NOME: Santa Filomena; Código do Município: 2612554; Gentílico: filomense; Prefeito: CLEOMATSON COELHO DE VASCONCELOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 14.390 pessoas  ; populacao_no_ultimo_censo_2010: 13.371 pessoas  ; densidade_demografica_2010: 13,30 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 474 pessoas  ; populacao_ocupada_2016: 3,3 %  ; percentual_da_populacao_per_capita: 56,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 5,2  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 2.310 matrículas  ; matriculas_medio_2017: 675 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 30 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 19 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 5.794,75 R$  ; receitas_fontes_externas_2015: 93,2 %  ; idhm_2010: 0,533  ; receitas_realizadas_2017: 38.229,66 R$ (×1000)  ; despesas_empenhadas_2017: 31.283,89 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 5,41 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 3 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.005,341 km²  ; sanitario_adequado_2010: 8,6 %  ; vias_publicas_2010: 73,6 %  ; Urbanização_publicas_2010: 26,4 %  
NOME: Santa Maria da Boa Vista; Código do Município: 2612604; Gentílico: boa-vistense; Prefeito: HUMBERTO CESAR DE FARIAS MENDES;  --  ABA POPULAÇÃO; POPULAÇÃO: 41.759 pessoas  ; populacao_no_ultimo_censo_2010: 39.435 pessoas  ; densidade_demografica_2010: 13,14 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 2,0 salários mínimos  ; pessoal_ocupado_2016: 2.351 pessoas  ; populacao_ocupada_2016: 5,7 %  ; percentual_da_populacao_per_capita: 53 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,4 %  ; IDEB_anos_iniciais_2015: 3,9  ; IDEB_anos_finais_2015: 3,3  ; matriculas_fundamental_2017: 8.154 matrículas  ; matriculas_medio_2017: 1.964 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 115 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 55 escolas  ; numero_estabelecimentos_ensino_medio_2017: 5 escolas  ;  -- aba economia; pib_per_capita_2016: 10.484,27 R$  ; receitas_fontes_externas_2015: 73,4 %  ; idhm_2010: 0,590  ; receitas_realizadas_2017: 111.225,08 R$ (×1000)  ; despesas_empenhadas_2017: 87.340,57 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 16,09 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 16 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 3.000,774 km²  ; sanitario_adequado_2010: 40,1 %  ; vias_publicas_2010: 88,7 %  ; Urbanização_publicas_2010: 0,5 %  
NOME: Santa Maria do Cambucá; Código do Município: 2612703; Gentílico: santa-mariense; Prefeito: ALEX ROBEVAN DE LIMA;  --  ABA POPULAÇÃO; POPULAÇÃO: 14.048 pessoas  ; populacao_no_ultimo_censo_2010: 13.021 pessoas  ; densidade_demografica_2010: 141,31 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 755 pessoas  ; populacao_ocupada_2016: 5,4 %  ; percentual_da_populacao_per_capita: 46,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,4 %  ; IDEB_anos_iniciais_2015: 5  ; IDEB_anos_finais_2015: 3,4  ; matriculas_fundamental_2017: 2.206 matrículas  ; matriculas_medio_2017: 303 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 12 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 24 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.823,74 R$  ; receitas_fontes_externas_2015: 96 %  ; idhm_2010: 0,548  ; receitas_realizadas_2017: 30.854,90 R$ (×1000)  ; despesas_empenhadas_2017: 30.389,54 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 23,81 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 92,148 km²  ; sanitario_adequado_2010: 23,2 %  ; vias_publicas_2010: 24,1 %  ; Urbanização_publicas_2010: 2,9 %  
NOME: Santa Terezinha; Código do Município: 2612802; Gentílico: santa-terezinhense; Prefeito: GEOVANE MARTINS;  --  ABA POPULAÇÃO; POPULAÇÃO: 11.764 pessoas  ; populacao_no_ultimo_censo_2010: 10.991 pessoas  ; densidade_demografica_2010: 56,20 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 710 pessoas  ; populacao_ocupada_2016: 6,1 %  ; percentual_da_populacao_per_capita: 52,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,8 %  ; IDEB_anos_iniciais_2015: 5  ; IDEB_anos_finais_2015: 4,2  ; matriculas_fundamental_2017: 1.748 matrículas  ; matriculas_medio_2017: 364 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 15 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 13 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.520,94 R$  ; receitas_fontes_externas_2015: 84,3 %  ; idhm_2010: 0,593  ; receitas_realizadas_2017: 29.395,26 R$ (×1000)  ; despesas_empenhadas_2017: 29.130,47 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: - óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 200,320 km²  ; sanitario_adequado_2010: 49,5 %  ; vias_publicas_2010: 78,9 %  ; Urbanização_publicas_2010: 0,4 %  
NOME: São Benedito do Sul; Código do Município: 2612901; Gentílico: são-beneditense; Prefeito: CLAUDIO JOSE GOMES DE AMORIM JUNIOR;  --  ABA POPULAÇÃO; POPULAÇÃO: 15.717 pessoas  ; populacao_no_ultimo_censo_2010: 13.941 pessoas  ; densidade_demografica_2010: 86,87 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 820 pessoas  ; populacao_ocupada_2016: 5,3 %  ; percentual_da_populacao_per_capita: 56,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 83,7 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 2,8  ; matriculas_fundamental_2017: 1.690 matrículas  ; matriculas_medio_2017: 336 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 13 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 22 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.316,83 R$  ; receitas_fontes_externas_2015: 85,4 %  ; idhm_2010: 0,530  ; receitas_realizadas_2017: 32.839,96 R$ (×1000)  ; despesas_empenhadas_2017: 28.713,70 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 6,62 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 6 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 160,477 km²  ; sanitario_adequado_2010: 23,9 %  ; vias_publicas_2010: 43,8 %  ; Urbanização_publicas_2010: 16,8 %  
NOME: São Bento do Una; Código do Município: 2613008; Gentílico: são-bentense; Prefeito: DEBORA LUZINETE DE ALMEIDA SEVERO;  --  ABA POPULAÇÃO; POPULAÇÃO: 58.956 pessoas  ; populacao_no_ultimo_censo_2010: 53.242 pessoas  ; densidade_demografica_2010: 74,03 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 3.910 pessoas  ; populacao_ocupada_2016: 6,7 %  ; percentual_da_populacao_per_capita: 49,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 93 %  ; IDEB_anos_iniciais_2015: 4,9  ; IDEB_anos_finais_2015: 4,4  ; matriculas_fundamental_2017: 7.736 matrículas  ; matriculas_medio_2017: 1.688 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 63 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 49 escolas  ; numero_estabelecimentos_ensino_medio_2017: 4 escolas  ;  -- aba economia; pib_per_capita_2016: 16.487,40 R$  ; receitas_fontes_externas_2015: 88,5 %  ; idhm_2010: 0,593  ; receitas_realizadas_2017: 117.545,24 R$ (×1000)  ; despesas_empenhadas_2017: 93.583,40 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 14,96 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 13 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 719,148 km²  ; sanitario_adequado_2010: 45,7 %  ; vias_publicas_2010: 59,6 %  ; Urbanização_publicas_2010: 3,4 %  
